  Average Value Weighted Returns -- Monthly,,,,,,,,,,
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
201904,2.23,4.26,3.97,0.06,4.59,3.71,2.15,-2.44,1.07,4.49
201905,-9.18,-11.28,-9.6,-20.71,-8.11,-6.38,-11.25,-8.3,-1.48,-5.89
201906,5.19,10.97,8.25,3.83,5.07,2.45,5.72,4.5,4.46,5.66
201907,1.44,0.65,-0.77,-9.41,1.06,-0.12,-1.07,-5.29,-1.31,1.21
201908,-2.91,-6.35,-7.43,-16.38,-5.08,-8.13,-3.68,-4.88,0.49,-4.39
201909,2.61,6.15,6.23,5.05,0.45,0.16,6.71,-3.44,3.75,3.41
201910,-1.48,0.42,0.65,-9.84,0.45,-3.16,0.49,-0.4,-1.71,1.9
201911,2.06,2.44,1.44,-3.52,4.93,3.14,4,8.68,-2.66,2.7
201912,2.63,1.84,3.34,19.58,3.4,4.37,2.11,9.83,5.48,2.94
202001,-2.41,-3.81,-3.46,-18.7,1.41,-1.6,-5.74,4.92,0.79,-3.22
202002,-9.88,-10.97,-8.92,-18.58,-7.53,-4.48,-9.01,-0.86,-10.1,-8.63
202003,-18.07,-27.7,-23.84,-46.59,-18.18,-23.39,-25.89,-17.43,-10.75,-25.02
202004,13.27,28.15,16.56,67.45,21.36,10.11,23.13,21.74,10.04,11.88
202005,4.25,10.4,6.8,-4.31,10.67,3.61,10.23,13.91,3.84,4.47
202006,3.92,21.52,9.68,3.54,8.1,12.54,6.69,4.69,-4.35,5.53
202007,5.1,9.04,5.03,-1.17,10.78,0.18,5.85,3.69,3.36,0.47
202008,4.25,11.6,5.9,-1.81,3.93,3.44,12.03,1.32,-0.85,5.87
202009,-1.93,-0.97,-1.53,-13.69,-2.59,-5.91,-2.13,-1.24,-2.13,-3.4
202010,2.52,3.88,2.21,-4.93,0.78,-4.34,2.05,-2.73,4.06,4.16
202011,17.74,30.5,22.7,35.93,21.91,25.69,22.23,18.48,6.41,18.25
202012,6.2,8.92,8.94,15.14,12.48,3.41,5.34,9.84,1.38,8.93
202101,7.13,30.93,8.46,22.18,8.85,14.96,19.71,19.08,-0.11,4.42
202102,6.74,7.57,10.61,29.23,7.29,8.15,7.78,6.32,-1.51,11.52
202103,4.01,0.71,4.85,-4.8,-1.52,3.17,8.27,-3.57,9.81,6.52
202104,4.04,1.19,1.95,-1.46,2.72,2.59,3.47,-2.15,3.23,2.68
202105,3.63,2.81,3.18,15.92,-0.52,6.36,5.91,-3.31,0.08,2.71
202106,0.71,0.82,0.16,12.38,7.73,3.35,1.85,5.33,1.2,-1.43
202107,-2.93,-6.4,-2.51,-12.04,-2.75,-2.48,-3.45,-8.83,1.81,-1.89
202108,0.13,-4.27,0.73,0.9,1.66,4.14,0.46,5.11,2.38,2.73
202109,-4.7,-3.59,-4.2,21.51,-4.9,-1.24,-5.01,-5.71,-5.23,-1.03
202110,2.33,1.42,4.45,7.56,4.85,-3.45,3.18,-3.7,4.13,3.67
202111,-3.13,-4.29,-2.42,-11.83,-6.43,-8.6,-2.71,-9.83,-2.3,-2.99
202112,2.78,-1.03,1.79,1.31,-1.34,-0.25,2.03,-5.69,8.46,2.24
202201,-6.83,-9.89,-6.71,10.6,-12.31,-2.81,-9.04,-15.42,-2.82,-4.73
202202,0.1,-2.81,1.69,14.46,-0.62,0.39,-0.04,-4.69,0.61,0.16
202203,-1.62,-1.59,2.02,17.23,0.55,1.25,-0.3,3.17,9.16,0.76
202204,-4.94,-11.19,-8.51,-1.05,-14.06,-11.38,-6.74,-19.88,-4.16,-8.06
202205,-2.36,1.16,-0.2,12.92,-3.89,5.41,-3.45,-7.54,6.75,-0.11
202206,-7.26,-8.77,-10.26,-19.05,-9.45,-11.9,-9.36,2.2,-6.17,-8.21
202207,4.98,9.69,10.51,11.02,11.04,1.42,9.07,6.96,7.88,6.65
202208,-3.14,-1.28,-1.41,5.98,-1.86,2.93,0.57,2.74,0.93,-1.55
202209,-15.54,-15.91,-14.05,-12,-11.91,-17.23,-12.58,-10.55,-11.79,-7.53
202210,6.84,8.76,10.58,24.88,6.3,7.05,10.73,1.18,7.29,7.1
202211,1.74,2.84,3.52,0.31,-0.95,-5.66,4.48,-3.66,5.17,1.86
202212,-6.97,-11.35,-6.36,-8.19,-7.83,-9.14,-9.58,-4.13,-2.82,-4.35
202301,13,30.82,15.95,3.28,19.04,24.24,16.55,19.87,2.52,9.79
202302,-5.03,-5.62,-1.49,-7.02,-3.67,-8.11,-3.94,-6.69,-3.72,-1.57
202303,-4.35,-8.21,-5.72,-6.7,-2.71,-8.82,-5.68,-7.91,1.21,-8.21
202304,-1.48,-6.13,-3.29,-2.4,-6.36,-0.51,-1.98,1.88,-0.1,-1.99
202305,-3.59,-3.55,-3.35,-6.67,7.44,-8.53,-3.4,1.61,-3.16,-2.89
202306,3.31,9.09,11.79,10.1,6.03,8.46,10.22,1.2,2.29,6.33
202307,2.86,7.96,6.71,11.59,5.94,2.96,5.74,0.39,2.66,6.41
202308,-5.05,-9.47,-6,-1.23,-7.86,-2.64,-6.52,-8.81,-5.17,-5.47
202309,-7,-7.56,-6.5,3.39,-9.19,-6.71,-7.7,-9.06,-5.72,-5.36
202310,-7.66,-14.45,-7.7,-4.44,-9.92,-4.81,-6.24,-10.72,-0.59,-5.18
202311,8.33,2.02,6.77,-4.67,11.66,5.55,7.65,8.28,5.85,9.27
202312,6.42,10.14,11.35,1.5,11.27,6.79,11.86,17.48,3.78,10.54
202401,-3.92,-8.12,-5.87,-5.19,-3.4,-4.15,-5.23,-0.12,-4.88,-3.64
202402,1.93,2.92,5.65,2.3,5.54,-5.81,5.61,12.38,2.37,1.69
202403,0.98,0.21,5.52,7.39,1.19,-4.44,2.55,1.68,5.41,3.27
202404,-4.81,-10.2,-5.48,0,-7.48,-3.08,-7.29,-10.97,0.44,-5.57
202405,7.16,17.77,5.13,3.58,2.36,11.92,15.73,1.79,5.6,3.37
202406,-4.33,-7.26,-5.36,-5.42,-0.23,1.89,-3.14,-6.88,-3.09,-0.99
202407,4.81,4.06,6.32,4.35,4.53,13.58,3.85,8.34,8.93,9.37
202408,-1.51,-4.01,-2.59,-6.36,-2.58,-3.85,-2.63,-4.12,0.3,-1.89
202409,1.16,-2.72,4.06,-0.56,0.51,2.74,3.2,-2.67,3.65,-0.19
202410,-2.17,-4.3,-1.96,-2.11,0.65,1.02,-5.14,1.15,-0.08,0.73
202411,5.67,2.91,16.44,10.69,13.76,5.5,8.2,2.64,8.37,10.98
202412,-1.88,-6.63,-4.78,-6.45,5.24,-6.14,-0.76,-6.34,-6.44,-5.81
,,,,,,,,,,
,,,,,,,,,,
  Average Value Weighted Returns -- Annual,,,,,,,,,,
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
1927,42.46,62.89,42.19,1.71,52.9,25.31,42.75,46.55,35.38,27.63
1928,12.72,57.4,48.06,34.54,70.61,20.28,54.02,47.21,61.61,19.03
1929,-15.05,-49.49,-12.53,-11.22,0.77,20.7,-40.46,-25.2,13.55,-6.37
1930,-12.95,-24.06,-33.99,-35.47,-37.43,-9.81,-35.12,-14.62,-21.18,-32.15
1931,-31.22,-33.32,-52.45,-46.88,-45.79,-30.77,-26.76,-15.06,-39.83,-59.54
1932,-7.44,-31.65,-12.44,17.46,-26.09,-3.67,-14.98,-22.5,-1.74,-9.54
1933,53.76,169.46,112.25,76.28,50.88,16.36,57.26,15.19,-27.8,63.07
1934,17.74,0.14,4.34,-5.77,14.85,0.87,25.15,22.41,-22.18,-2.27
1935,19.96,77.69,47.62,36.38,72.98,61.26,18.73,19.14,83.8,36.45
1936,14.67,23.23,44.72,40.28,34.97,25.48,34.29,16.65,20.27,36.95
1937,-26.51,-50.75,-36.81,-29.35,-27.11,-18.74,-40.99,-25.18,-36.78,-41.62
1938,23.25,66.85,37.71,11.52,22.33,10.82,44.82,38.15,21.44,23.12
1939,7.65,10.21,-0.2,-9.42,-7.83,20.27,9.67,16.3,14.5,-3.79
1940,-9.78,-4.54,-6.13,-9.87,-11.26,3.03,-5.98,-19.14,-17.12,-5.2
1941,-8.21,-26.91,-8.28,13.21,-11.78,-17.14,-14.87,-6.11,-34.39,-7.35
1942,11.31,48.54,6.84,22.15,24.52,6.46,17.21,17.27,19.63,27.27
1943,32.56,28.29,18.3,29.09,28.44,32.03,41.65,20.54,52.88,32.31
1944,22.21,31.51,21.42,12.14,19.03,11.14,26.86,10.73,17.11,33.97
1945,44.78,32.73,39.41,30.45,31.96,23.63,52.32,46.09,51.33,45.83
1946,-5.49,-27.41,-2.53,4.51,-17.43,-6.88,-0.75,28.03,4.58,-16.77
1947,0.51,16.61,4.3,23.07,5.73,-7.43,-2.17,-19.29,-10.79,-5.22
1948,-7.03,1.98,0.96,5.23,7.07,4.86,4.38,-5.24,4.58,2.81
1949,26.62,34.58,21.04,8.53,19.91,6.95,23.01,39.9,33.18,16.93
1950,9.6,39.46,43.72,49.85,20.57,9.93,18.41,17.41,5.5,32.24
1951,3.53,20.21,20.22,39.82,23.88,11.23,7.93,31.08,22.7,13.33
1952,7.03,36.75,8.45,11.46,19.92,10.16,7.6,-12.26,21.6,21.47
1953,1.19,-10.74,2.5,-3.53,10.31,6.16,3.82,0.74,8.42,-6.84
1954,27.43,64.79,63.67,55.74,68.06,21.2,31.31,35.17,26.5,60.06
1955,11.3,42.66,33.9,28.7,19.09,11.54,22.43,21.05,12.29,14.94
1956,-1.94,-0.52,8.65,21.44,16.09,3.78,-9.12,15.68,6.94,0.48
1957,3.44,-20.97,-17.38,-14.04,5.54,2.06,-2.87,28.39,6.07,-18.29
1958,49,55.6,46.02,28.37,53.02,44.21,56.97,74.44,40.76,58.02
1959,21.02,21.55,17.12,-7.36,31.78,16.28,18.98,29.56,3.72,2.79
1960,27.67,-22.47,-11.55,-1.88,1.79,32.09,5.6,5.63,20.89,0.46
1961,35.66,45.99,17.6,26.48,22.17,30.38,46.05,26.94,28.32,29.67
1962,-22.63,4.45,-14.14,9.6,-20.31,-12.45,-18.5,-20.88,-0.14,-7.2
1963,16.05,38.61,20.24,22.77,26.4,21.58,19.16,20.67,11.36,22.2
1964,13.03,22.42,14.73,26.71,2.98,2.43,31.71,16.5,16.2,13.77
1965,16.94,18.25,24.25,4.13,33.76,-5.23,7.32,32.2,2.87,24.17
1966,-10.35,-27.14,-9.95,-3.71,7.85,-4.59,-23.15,-4.86,-5.41,-3.6
1967,33.65,33.34,32.56,22.9,64.15,-2.05,46.25,27.65,1.34,31.08
1968,24.46,7.08,10.21,23.53,-0.78,10.6,27.69,10.25,11.87,32.57
1969,-10.37,-13.06,-11.79,-24.91,3.4,-6.1,-4.06,22.66,-14.29,-19.31
1970,5.57,13.53,-3.21,15.65,-20.42,5.62,4.59,-6.18,16.55,-6.45
1971,19.5,19.38,17.66,7.54,13.32,3.09,36.51,23.48,2.09,22.08
1972,11.71,11.78,21.83,21.61,17.94,20.55,10.33,28.67,10.13,8.98
1973,-27.52,-35.15,-15.24,10,-23.21,-6.48,-36.45,-15.01,-18.66,-23.57
1974,-26.67,-32.69,-28.11,-25.6,-34.25,-7.56,-32.96,-22.19,-19.47,-32.73
1975,53.04,65.26,43.09,24.38,47.64,25.36,66.86,9.38,45.05,30.83
1976,19.24,40.24,20.77,39.28,30.1,35.8,15.49,0.75,31.53,33.1
1977,-0.31,-9.13,-11.23,-2.25,0.59,3.47,-7.59,-4.41,7.19,0.99
1978,8.29,1.06,10.36,8.12,15.43,8.25,-0.57,16.76,-3.44,11.38
1979,15.05,11.78,19.63,59.34,11.71,-0.83,15.79,19.74,13.52,30.8
1980,19.54,14.71,27.61,68.11,32.94,8.48,18.06,30.1,19.1,34.57
1981,15.69,-2.15,-5.5,-20.71,-13.62,33.73,13.02,4.09,6.1,2.77
1982,40.23,57.72,13.98,-14.06,43.24,19.7,62.94,31.83,22.64,21.4
1983,24.73,33.14,26.8,27.68,21.14,11.87,26.4,3.06,18.36,23.14
1984,12.18,1.4,-1.58,12.31,-10,24.81,-0.55,1.91,19.7,3.8
1985,44.82,21.84,29.67,20.04,20.7,40.1,41,41.39,30.62,40.23
1986,29.74,17.66,19.93,15.47,-3.71,19.22,17.51,27.6,26.87,12.88
1987,7.54,6.85,8.77,8.04,8.16,10.07,-5.71,4.5,-7.17,-7.28
1988,32.42,18.48,13.86,21.05,0.69,23.14,28.97,12.83,17.81,18.21
1989,36.22,4.23,25.7,37.26,-3.2,58.57,25.34,45.83,32.29,28.09
1990,5.23,-22,-6.59,-1.21,-0.3,-15.31,-5.24,16.2,-1.13,-19.12
1991,45.3,17.95,29.61,6.93,28.79,15.08,56.46,61.92,24.29,43.53
1992,4.98,37.75,10.1,4.68,10.09,16.64,16.43,-15.15,8.45,22.58
1993,-2.8,43.89,16.81,13.59,20.84,20,3.33,-7.07,12.72,13.23
1994,2.46,-14.78,5.49,2.57,18.25,-5.22,-7.97,7.24,-11.15,-4.25
1995,35.6,14.61,31.03,28.42,42.97,40.44,17.96,57.04,31.68,45.08
1996,22.52,18.42,26.05,27.63,30.1,0.36,16.61,17.02,6.36,25.4
1997,31.75,29.61,23.91,20.22,21.19,41.93,31.85,37.68,27.69,42.34
1998,10.12,29.54,6.47,-1.86,62.98,48.32,41.54,38.21,11.11,8.8
1999,-14.61,-3.77,25.58,19.73,81.6,32.61,13.19,-2.74,-13.84,2.68
2000,22.95,-16.98,-0.57,22.85,-37.63,-39.37,-10.76,36.68,52.29,12.54
2001,0.27,6.24,-7.16,-6.82,-25.33,-17.39,4.77,-12.01,-10.19,-5.76
2002,-1.75,-16.19,-6.83,-8.76,-38.06,-30.58,-21.17,-22.6,-22.06,-15.51
2003,19.56,48.68,32.65,26.98,48.5,14.98,29.68,21.47,25.6,33.38
2004,10.33,7.27,15.95,32.56,4.91,9.26,12.26,0.32,24.79,15.13
2005,1.9,-20.48,7.18,32.83,1.39,-6.72,6.06,4.66,17.6,7.03
2006,19.5,22.19,19.28,22.22,9.21,36.84,10.49,8.02,20.94,15.59
2007,11.92,-4.27,20.94,31.59,17.09,-1.66,-3.57,3.75,18.77,-8.68
2008,-24.03,-58.92,-40.51,-32.48,-42.16,-34.49,-22.11,-17.37,-28.33,-46.82
2009,25.98,79.8,35.12,13.26,57.74,25.21,29.39,21.15,14.79,18.33
2010,19,53.09,25.58,20.85,15.29,22.31,19.12,4.67,8.26,16.73
2011,14.97,-24.64,-0.84,4.43,-1.14,6.16,11.17,10.69,20.88,-11.06
2012,11.67,24.38,14.85,3.71,13.63,29.21,18.28,20.41,3.72,22.91
2013,26.72,45.73,36.86,25.49,32.11,36.06,35.52,41.61,16.54,41.28
2014,13.24,6.93,7.58,-11.39,16.79,6.27,13.05,24.77,23.4,11.41
2015,9.93,-6.14,-6.89,-19.31,4.73,-0.96,7.71,5.75,-13.95,-0.46
2016,7.65,10.52,17.45,26.22,12.61,21.19,3.53,-2.07,22.57,19.9
2017,13.43,13.97,30.76,1.08,35.63,4.35,23.12,22.34,9.99,21.99
2018,-14.04,-19.42,-12.51,-17.78,0.22,-3.39,4.32,4.69,1.5,-9.82
2019,24.52,30.05,26.01,7.45,44.67,29.59,26.25,20.28,24.29,30.59
2020,9.45,166.34,14.22,-32.15,45.34,11.96,36.11,18.71,-3.89,9
2021,11.9,42.23,22.56,61.21,31.46,-7.01,19.1,13.71,20.18,25.99
2022,1.33,-55.73,-11.37,64.75,-32.37,-23.35,-24.46,-5.68,2.88,-13.82
2023,-0.53,65.68,14.05,-1.31,54.51,8.46,31.28,4.52,-4.61,19.27
2024,4.06,46.08,8.21,1.7,35.69,15.39,29.61,6.32,29.01,24.01
,,,,,,,,,,
,,,,,,,,,,
  Average Equal Weighted Returns -- Annual,,,,,,,,,,
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
1927,26.74,22.64,38.93,11.08,40.78,25.81,28.54,56.54,42.7,37.34
1928,26.75,52.53,52.35,42.46,69.58,21.54,50.18,32.58,58.22,30.57
1929,-37.31,-55.49,-32.08,-31.27,-8.45,4.26,-43.06,-17.51,18.23,-22.02
1930,-29.03,-42.67,-40.16,-47.31,-44.23,-7.38,-40.8,-17.87,-22.14,-39.68
1931,-28.4,-42.69,-50.24,-46.79,-50.87,-36.71,-40.95,-37.21,-39.02,-53.03
1932,23.35,-6.94,12.23,42.93,-7.67,-9.85,-3.01,-14.08,-5.54,10.33
1933,151.16,172.76,172.3,112.38,154.44,45,129.18,17.4,-13.94,115.39
1934,22.31,16.27,24.72,7.78,29.22,-10.38,54.72,6.06,-22.83,4.55
1935,35.79,84.36,68.92,60.71,96.06,62.78,34.97,39.72,113.55,60.22
1936,36.08,36.47,60.76,69.03,40.65,18.25,59.24,23.92,31.79,57.75
1937,-42.93,-57.53,-43.43,-41.44,-45.56,-38.76,-51.31,-36.17,-41.34,-49.14
1938,27.03,49.89,50.91,14.34,52.41,11.7,43.28,32.35,23.59,20.37
1939,18.1,-1.98,-1.36,6.14,-12.7,27.94,7.86,4.1,3.04,-0.2
1940,-10.8,4.35,-3.74,-8.48,-0.07,-4.95,-4.18,-10.67,-21.94,-15.4
1941,0.42,-21.73,-13.17,7.87,-7.69,-11.35,-8.77,10.75,-43.1,-1.01
1942,27.88,47,20.21,38.24,54.34,37.66,21.97,27.49,37.49,63.84
1943,65.07,67.01,39.25,53.19,44.69,59.62,87.26,40.07,113.34,84.95
1944,34.99,67.19,37.97,31.53,33.69,29.12,48.04,21.82,14.27,50.16
1945,63.92,66.25,56.65,48.57,38.01,38.92,83.57,60.88,81.75,67.78
1946,-5.35,-25.59,-7,2.93,-19.26,-32.72,-3.96,21.19,8.04,-21.38
1947,-2.08,5.41,1.54,39.69,4.72,-19.51,-8.06,-20.87,-12.64,-4.11
1948,-10.01,-10.73,-4.43,7.95,5.64,-4.61,-3.01,-6.76,8.66,2.68
1949,26.3,25.16,17.51,9.37,8.19,36.56,26.94,35.12,36.89,21.27
1950,26.25,41.02,46.82,54.03,37.01,24.7,21.29,21.72,6.38,47.34
1951,3.71,13.43,21.14,26.12,24.73,10.75,5.94,23.01,25.88,11.5
1952,4.46,11.85,6.26,9.91,19.06,12.72,6.69,-4.79,20.69,16.18
1953,-2.78,-9.36,-2.55,-6.79,-4.51,25.27,-3.65,3.79,9.23,-6.69
1954,41.3,42.59,69.43,57.4,67.57,68.53,43.12,50.82,27.79,74.08
1955,10.76,23.15,27.4,26.42,17.18,11.29,16.27,30.76,12.71,18.91
1956,1.15,-1.69,13.09,26.32,7.8,-3.25,-3.03,10.27,7.75,1
1957,-6.33,-18.91,-22.28,-22.86,-11.41,-13.98,-3.04,24.1,6.53,-20.26
1958,62.21,76.41,58.61,42.15,79.65,77.79,59.1,85.48,40.78,64.08
1959,17.94,36.01,17,-2.85,38.32,36,20.85,34.59,5.39,4.44
1960,9.33,-19.13,-10.62,5.68,-6.27,18.1,4.77,6.1,21.16,-4.11
1961,35.8,36.22,24.7,33.12,19.15,19.34,44.39,26.55,31.06,29.95
1962,-16.21,-3.81,-14.01,-1.08,-25.14,-11.2,-22.74,-21.4,0.32,-6.26
1963,15.31,20.77,17.07,33.38,6.26,25.62,6.41,21.08,12.58,21.99
1964,17.12,15.46,20.18,24.09,4.43,25.26,22.88,17.9,16.92,19.91
1965,26.69,56.32,40.68,28.69,71.71,39.25,29.59,38,3.47,34.65
1966,-16.11,-10.13,-4.79,6.22,1.99,-1.44,-12.06,-0.24,-7.27,-6.55
1967,79.24,93.5,78.18,86.04,107.92,32.42,96.65,46.23,5.23,90.21
1968,52.51,42.12,32.71,53.06,13.7,32.88,68.86,13.62,17.86,62.06
1969,-29.64,-28.74,-27.64,-26.5,-28.08,-12.92,-23.26,12.72,-14.51,-28.57
1970,-0.83,-14.73,-12.31,4.9,-34.89,-6.47,-12.19,-15.22,17.76,-13.16
1971,20.58,30.45,16.29,8,22.27,27.43,27.47,29.06,4.94,21.78
1972,-0.97,10.74,9.93,19.71,9.74,13.2,-7.05,6.09,11.39,-0.67
1973,-42.5,-50.42,-31.16,11.41,-37.38,-44.38,-48.38,-39.14,-15.62,-38.26
1974,-22.83,-27.28,-15.27,-17.36,-36.61,-23.04,-25.85,-24.23,-17.83,-27.89
1975,81.81,82.76,62.47,39.69,82.76,85.7,88.98,58.05,48.85,55.07
1976,38.18,59.22,53.87,64.4,62.26,53.55,41.5,38.2,36.61,51.16
1977,18.74,8.63,18.05,31.64,30.89,35.72,19.02,29.75,11.78,29.08
1978,23.28,19.82,25.42,6.21,49.96,35.31,22.39,35.83,-0.98,28.9
1979,22.67,18.08,41.3,150.22,57.86,53.2,28.18,39.39,17.78,38.7
1980,23.78,27.6,33.58,99.82,74.14,33.49,26.72,59.72,16.35,42.77
1981,16.3,8.48,0.03,-36.45,-9.4,21.74,10.51,5.39,12.86,3.49
1982,42.66,37.77,21.6,-41.62,41.69,33.11,48.3,53.18,27.73,29.23
1983,45.29,48.42,40.22,23.83,29.74,20.62,49.08,17.29,25.59,44
1984,-0.79,-11.05,-6.06,-24.52,-26.17,-9.21,-11.69,-15.16,21.72,-8
1985,36.2,15.61,22.64,-13.66,14.41,38.99,24.74,34.53,35.37,37.68
1986,19.41,9.86,6.19,-17.21,-3.58,9.17,8.7,4.03,29.64,11.59
1987,-10.5,-10.24,-1.07,20.44,-12.97,16.07,-20.19,-18.88,-7.16,-10.89
1988,24.07,23.2,28.2,7.94,14.59,33.3,29.78,23.26,22.36,15.27
1989,14.89,3.98,11.12,36.03,4.73,39.07,6.52,15.79,27.68,7.23
1990,-23.66,-36.7,-18.76,-2.63,-20.71,-29.36,-25.79,-2.33,-2.29,-30.71
1991,42.71,53.05,44.46,8.49,68.76,40.17,55.41,154.01,23.55,45.59
1992,17.87,38.21,23.27,17.85,32.61,16.85,32.86,8.72,14.27,45.11
1993,16.9,36.97,29.08,29.5,27.67,84.95,18.99,-3.6,15.52,31.71
1994,-7.37,-11.54,4.36,2.18,8.19,-8.84,-14.54,-13.94,-9.4,-4.44
1995,12.94,4.68,18.22,18.16,55.1,30.15,8.37,68.58,27.8,35.7
1996,8.3,27.18,19.42,64.14,11.47,0.38,15.15,13.64,13.63,20.49
1997,13.75,15.04,25.1,18.32,8.4,31.59,12.91,3.32,29.72,38.92
1998,-4.58,4.32,-14.26,-47.47,7.1,18.92,7.56,-12.62,9.95,-4.27
1999,-4.07,9.92,11.16,24.65,132.32,137.16,6.81,44.62,1.16,7.86
2000,-3.85,-17.09,-4.68,92.07,-39.33,-55.46,-25.65,28.78,45.52,-3.58
2001,27.77,27.4,12.28,-11.97,13.54,-12.88,48.2,47.04,-1.4,29.88
2002,5.18,-5.93,-10.5,-9.32,-29.8,-41,-8.35,-33.18,-11.85,2.39
2003,41.66,45.18,58.35,78.03,119.29,80.01,63.74,116.43,29.35,58.88
2004,23.43,5.92,32.83,50.6,12.13,6.35,26.46,15.95,20.52,23.72
2005,0.64,-15.06,7.18,66.47,-1.86,-15.14,8.21,-3.51,12.5,6.01
2006,20.54,18.31,25.23,7.31,12.22,18.56,17.44,11.33,22.06,17.34
2007,-9.67,-10.82,7.29,8.1,0.9,-10.13,-14.64,-4.84,11.96,-16.81
2008,-43.68,-63.3,-49.53,-54.56,-49.79,-56.78,-45.77,-40.06,-20.9,-41.47
2009,80.86,130.68,69.04,66.7,93.43,119.37,100.09,98.16,18.74,25.96
2010,27.76,33.63,38.24,38.38,35.23,32.1,31.4,21.97,13.38,21.35
2011,-8.25,-23.99,-10.49,-8.27,-13.97,-10.04,-0.71,-10.95,18.24,-10.44
2012,29.45,17.59,17.71,-11.97,9.62,16.9,19.51,25.44,6.18,25.86
2013,44.81,55.68,47.89,19.78,48.05,69.15,40.4,56.15,21,42.32
2014,11.86,8.19,-0.5,-38.72,3.34,-4.14,0.21,14.2,21.89,8.11
2015,-1.61,-10.76,-16.16,-46.98,-4.61,4.32,-12.5,2.35,-5.93,-3.02
2016,18.35,28.56,30.34,37.88,17.66,13.6,11.55,-11.21,32.98,31.1
2017,12.56,14.44,18.15,-12.54,27.11,14.83,2.08,25.29,11.58,14.98
2018,-7.93,-27.92,-21.11,-36.95,-5.3,-15.89,-13.1,-22.42,3.01,-13.74
2019,15.68,25.59,21.76,-18,30.7,6.29,16.1,25.71,20.86,25.94
2020,21.81,89.41,36.8,-26.9,72.63,12.08,40.38,63.75,-0.47,12.74
2021,21.88,23.46,29.36,99.94,15.23,27.73,47.13,-9.98,23.1,32.26
2022,-31.39,-36.22,-20.4,59.84,-38.94,-35.53,-25.78,-42.16,7.89,-17.88
2023,-2.62,-2.79,15.81,-5.31,18.06,3.1,13.5,2.03,-0.92,9.47
2024,2.22,-16.95,15.6,0.5,20.22,7,13.39,-5.31,21.08,10.29
,,,,,,,,,,
,,,,,,,,,,
  Number of Firms in Portfolios,,,,,,,,,,
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
192607,90,37,127,51,18,5,41,7,21,113
192608,90,37,127,51,18,5,41,7,21,113
192609,90,37,127,50,18,5,41,7,21,113
192610,90,37,127,50,18,5,41,7,21,113
192611,90,37,127,50,18,5,41,7,21,113
192612,89,37,127,50,18,5,41,7,21,112
192701,89,37,127,49,18,5,41,7,21,112
192702,87,37,127,49,18,5,41,7,21,111
192703,87,37,127,49,18,5,41,7,21,111
192704,87,37,127,49,18,4,41,7,21,110
192705,87,37,127,49,18,4,41,7,21,110
192706,87,37,126,49,18,4,41,7,21,110
192707,98,43,129,55,19,5,46,7,23,122
192708,98,43,128,55,19,5,46,7,23,122
192709,98,43,128,55,19,5,46,7,23,122
192710,98,43,128,55,19,5,46,7,23,122
192711,97,43,126,55,18,5,46,7,23,122
192712,97,43,126,55,18,5,46,7,23,122
192801,96,43,126,55,18,5,46,7,23,122
192802,96,43,126,55,18,5,46,7,23,122
192803,96,43,125,55,18,5,46,6,22,122
192804,96,43,125,55,18,5,46,6,22,122
192805,96,43,125,55,18,4,46,6,22,122
192806,96,43,125,55,18,4,45,6,22,122
192807,105,45,139,56,19,4,51,6,23,122
192808,105,44,139,56,19,4,51,6,23,122
192809,105,44,139,56,19,4,51,6,23,122
192810,105,44,139,56,19,4,51,6,23,121
192811,105,44,139,56,19,4,51,6,23,121
192812,104,44,139,56,19,4,51,6,23,121
192901,103,43,139,56,19,4,51,5,23,120
192902,103,43,139,56,19,4,51,5,23,120
192903,103,43,139,56,18,4,51,5,23,120
192904,103,43,139,56,18,4,51,5,23,120
192905,102,43,139,56,18,4,51,5,22,120
192906,101,43,139,56,18,4,51,5,22,119
192907,122,50,169,61,20,4,60,6,23,132
192908,122,50,168,61,20,4,60,6,23,132
192909,122,50,168,61,20,4,60,6,23,131
192910,121,50,168,60,20,4,60,6,22,130
192911,121,50,168,60,20,4,60,6,22,130
192912,120,50,168,60,20,4,60,6,22,129
193001,120,50,168,59,20,4,60,6,22,128
193002,119,49,168,59,20,4,60,6,22,128
193003,119,49,167,59,20,4,60,5,22,128
193004,118,49,166,58,20,4,60,5,22,127
193005,118,49,165,58,20,4,60,5,22,127
193006,117,48,164,58,20,4,60,4,22,126
193007,117,53,196,59,27,4,70,5,23,143
193008,117,53,196,58,27,4,70,5,23,143
193009,117,53,196,57,27,4,70,5,23,143
193010,117,53,195,56,27,4,70,5,23,143
193011,117,52,195,56,27,4,70,5,23,143
193012,117,52,195,56,27,4,70,5,23,143
193101,117,52,194,56,27,4,70,5,23,142
193102,117,52,192,56,27,4,70,5,23,142
193103,116,52,192,56,27,4,70,5,23,141
193104,116,52,192,56,26,4,70,5,23,141
193105,116,51,192,56,26,4,70,5,23,141
193106,116,51,192,56,26,4,70,5,23,140
193107,119,51,204,57,26,4,72,6,23,141
